Cycle ID,Cycle Period,Cycle Name,Project Number,Operation Name,Execution Agency,Team Leader,Operation Type,Lending Instrument,Borrower,Operation Number,Sector,Operation Stage,Country Name,PMR Required,Related Operations,Objective,Impact Category,Risk Rating,Safeguard Performance Rationale,Safeguard Performance,Is Reformulated,Reformulation Date
45,March Cycle,Second period Jan-Dec 2023 (45),EC-J0006,Inclusion of the Migrant and Host Population in Sociales Services in Ecuador,MINISTERIO DE SALUD PUBLICA,"PINZON ENCISO, LEONARDO ENRIQUE",Grant Financing Product,Investment Loan,REPUBLICA DE ECUADOR,"4924/GR-EC, 4924/GR-EC-1, 4924/GR-EC-2, 4924/GR-EC-3",SOCIAL INVESTMENT-MIGRATION & MIGRANTS,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-L1258,"The general objective of the program is to contribute to the inclusion of the migrant and local populationsin social services by boosting the capacity of these services to meet the rise in demand in Ecuador due to migration.Specifically, the program aims to boost the capacity to provide social protection, health, and education services inthe country's main migrant host cities.",C,Low,,,NO,
45,March Cycle,Second period Jan-Dec 2023 (45),EC-L1235,Strengthening of quality services of early childhood development,MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL,"PINZON ENCISO, LEONARDO ENRIQUE",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,4607/OC-EC,SOCIAL INVESTMENT-EARLY CHILDHOOD DEVELOPMENT,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-L1235,"The objective of the project is to improve the quality and management of public early childhood development services,which are delivered via different modalities of care, including Early Childhood Development Centers (CDIs) and Growing with Our Children(CNH).",C,Low,,,NO,
45,March Cycle,Second period Jan-Dec 2023 (45),EC-L1236,Support Program for the Social Inclusion of People with Disabilities in Ecuador,MINISTERIO DE SALUD PUBLICA,"PINZON ENCISO, LEONARDO ENRIQUE",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,"4634/OC-EC, 4634/OC-EC-1, 4634/OC-EC-2, 4634/OC-EC-3, 4634/OC-EC-4",SOCIAL INVESTMENT-POVERTY ALLEVIATION,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-L1236,"The objective is to promote the social inclusion of persons with disabilities over the course of their lives, through improvements in timely health care, quality education, daily care, and recreation",C,Low,,,NO,
45,March Cycle,Second period Jan-Dec 2023 (45),EC-L1250,Modification to the Institutional Strengthening for Competitiveness Program to finance the Program to Support the Reduction of Child Malnutrition in Ecuador.,"MINISTERIO DE ECONOMIA Y FINANZAS 
 
, MINISTERIO DE SALUD PUBLICA","SAN ROMAN VUCETICH, CRISTINA",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,4928/OC-EC,SOCIAL INVESTMENT-EARLY CHILDHOOD DEVELOPMENT,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-L1250,"The general objective is to help reduce chronic child malnutrition through delivery of the priority health benefits to pregnant women and children under 2, using cross-sector interventions with a focus on civic engagement and interculturality and concentrating interventions in priority parishes. The specific objectives are to: (i) improve delivery of priority health benefits to pregnant women and children under 2; (ii) improve health competencies through nutritional education and counseling, encouraging civic engagement and coordination with local governments, to act on the determinants of health; and (iii) improve individual monitoring with the target population by improving information systems, in order to measure the indicators on the delivery of the priority health benefits.",C,Moderate,,,YES,11/21/22
45,March Cycle,Second period Jan-Dec 2023 (45),EC-L1258,Inclusion of the Migrant and Host Population in Social Services in Ecuador,MINISTERIO DE SALUD PUBLICA,"PINZON ENCISO, LEONARDO ENRIQUE",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,"4923/OC-EC, 4923/OC-EC-1, 4923/OC-EC-2, 4923/OC-EC-3",SOCIAL INVESTMENT-MIGRATION & MIGRANTS,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-J0006,"The general objective of the program is to contribute to the inclusion of the migrant and local populationsin social services by boosting the capacity of these services to meet the rise in demand in Ecuador due to migration.Specifically, the program aims to boost the capacity to provide social protection, health, and education services inthe country's main migrant host cities.",C,Low,,,NO,
45,March Cycle,Second period Jan-Dec 2023 (45),EC-L1270,Support to the provision of health and social protection services in the context of the pandemic of the coronavirus COVID-19,"MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL, MINISTERIO DE SALUD PUBLICA","SAN ROMAN VUCETICH, CRISTINA",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,"5031/OC-EC, 5031/OC-EC-1, 5031/OC-EC-2",HEALTH-HEALTH SYSTEM STRENGTHENING,Fully Disbursed,Ecuador,0,EC-L1270,"The general objective of this project is to contribute to the reduction of the morbidity and mortality caused by COVID-19 and to mitigate the other indirect effects of the pandemic on health and minimum standards of quality of life for populations who are vulnerable towards the crisis caused by COVID-19. The specific objectives are: (i) Improve the detection and tracking of cases; (ii) Improve the capacity of health service provision; and (iii) Support minimum income levels of income of persons affected by the coronavirus, in the immediate crisis period and during recovering.",C,Low,,,NO,
45,March Cycle,Second period Jan-Dec 2023 (45),EC-L1276,Support for Vulnerable Populations Affected by Coronavirus,MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL,"SAN ROMAN VUCETICH, CRISTINA",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,5312/OC-EC,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Fully Disbursed,Ecuador,0,EC-L1276,Contribuir a asegurar niveles m°nimos de calidad de vida de las personas vulnerables frente a la crisis causada por el COVID-19.,C,Moderate,,,NO,
45,March Cycle,Second period Jan-Dec 2023 (45),PE-L1228,Program to Create Integrated Health Networks,MINISTERIO DE SALUD,"SORIO, RITA ELIZABETH",Loan Operation,Investment Loan,REPUBLICA DEL PERU,4726/OC-PE,HEALTH-HEALTH SERVICES,Disbursing (From eligibility until all the Operations are closed),Peru,0,PE-L1228,"The objective of the program is to achieve adequate access for the population to timely,efficient, quality primary health services based on their needs. To this end, it proposes a reorganization of health service provider institutions (IPRESS) into integrated health networks to improve the effectiveness of the current care offering in metropolitan Lima and the priority regions of the country, and to enhance clinical support services in metropolitan Lima",B,Substantial,"Las obras del programa a£n no han comenzado. Se cuenta con un buen avance en la elaboraci¢n del expediente tÇcnico para la obra del componente 4 y se viene planificando las licitaciones de los ET para las obras del componente 2. A la fecha de la misi¢n, PCRIS (el ejecutor) cuenta con un especialista ambiental y un especialista social a cargo del seguimiento de los estudios y el relacionamiento con partes interesadas en esta etapa de planificaci¢n de obras.",Satisfactory,NO,
44,September Cycle,First period Jan-Jun 2023 (44),BO-L1067,Strengthening of Integrated Health Networks in the Department of Potosi,MINISTERIO DE PREVISION SOCIAL Y SALUD PUBLICA,"OCHOA, FRANCISCO JOSE",Loan Operation,Investment Loan,ESTADO PLURINACIONAL DE BOLIVIA,"2614/BL-BO, 2614/BL-BO-1, 2614/BL-BO-2",HEALTH-HEALTH SERVICES,Fully Disbursed,Bolivia,0,BO-L1067,"The objective of the program is to contribute to an improvement of the maternal and infant health status of the bolivian population, by strengthening the public health networks through an increased resolutive capacity of secondary care under the approach of the new model of Family Community and Intercultural Health.",B,Substantial,"La revisi¢n del Plan de Acci¢n de la £ltima supervisi¢n del programa (incluy¢ 2 hospitales y 10 centros de salud), confirm¢ el cumplimiento del 60% de las acciones del PAC y evidenci¢ el estado de los compromisos pendientes. A la fecha queda pendiente: Se cumplieron 7 de los 8 compromisos asumidos con los ind°genas del ayllu Chullpa de Llallagua, quedando por cumplir el compromiso relacionado a la titulaci¢n de los predios en la mancha urbana. El programa ha identificado que el tr†mite de Definici¢n de la Mancha Urbana del GAMLl se encuentra a£n en proceso, por lo cual no es posible concretar el compromiso pendiente. Se han establecido los pasos administrativos pendientes para concretar esta titulaci¢n. El proceso para obtenci¢n de licencia de gesti¢n de substancias peligrosas de los Centros de Salud (CSs). Se definieron los temas tÇcnicos pendientes requeridos para obtener las licencias. La capacitaci¢n de la aplicaci¢n del PGAS, en proceso, quedando pendiente realizarla en Llallagua y Potos°. Tomando en cuenta lo anterior, y resaltando el esfuerzo de la AE por cerrar temas pendientes (derecho propietario, cumplimiento de compromisos con el ayllu Chullpa de Lllallagua, contrataci¢n del personal socioambiental por el Programa, avances en la capacitaci¢n sobre el PGAS), el desempe§o de esta £ltima misi¢n es de Parcialmente Satisfactorio.",Partially Satisfactory,NO,
44,September Cycle,First period Jan-Jun 2023 (44),BO-L1078,Improved access to health services in Bolivia,MISTERIO DE SALUD,"OCHOA, FRANCISCO JOSE",Loan Operation,Investment Loan,ESTADO PLURINACIONAL DE BOLIVIA,2822/BL-BO,HEALTH-HEALTH SERVICES,Fully Disbursed,Bolivia,0,BO-L1078,"The objective of the project is to improve the efficienc of health service production and the resolutive capacity of health networks in El Alto and Potosi to be able to attend to health requirements at the departmental level. The health networks will have greater capacity to resolve postponed or discouraged health needs, and will contribute to decongest reference hospitals at the national level. Given Bolivia's epidemilogical profile, the project's impact will be to contribute to the reduction of morbility and mortality, especially for mothers and infants. The project will complete and complement the functioning of health networks in Potosi and El Alto by constructing and equipping specialized hospitals in these cities.",B,Substantial,,,NO,
44,September Cycle,First period Jan-Jun 2023 (44),BO-L1082,Improved Access to Health Services El Alto Bolivia,MISTERIO DE SALUD,"OCHOA, FRANCISCO JOSE",Loan Operation,Investment Loan,ESTADO PLURINACIONAL DE BOLIVIA,3151/BL-BO,HEALTH-HEALTH SERVICES,Fully Disbursed,Bolivia,0,BO-L1082,"The objective of the project is to increase the ability of the municipal health network to respond comprehensively and timely to a demand for health care for the city of El Alto and nearby rural areas in order to reduce mortality, particularly the maternal and morbidity and mortality from cervical cancer.",B,Low,Se ha evidenciado el cumplimiento satisfactorio de las acciones previstas para la gesti¢n ambiental y social y derechos propietarios contenidos en el Plan de Acci¢n Correctivo (PAC) elaborado en la supervisi¢n del 2020 y se confirmaron las acciones ejecutadas para atender no conformidades previas.,Satisfactory,NO,
44,September Cycle,First period Jan-Jun 2023 (44),BO-L1198,Program to improve accessibility to maternal and Neonatal health services in Bolivia,"MINISTERIO DE PLANIFICACION DEL DESARROLLO, MISTERIO DE SALUD, AGENCIA DE INFRAESTRUCTURA EN SALUD Y EQUIPAMIENTO MêDICO","OCHOA, FRANCISCO JOSE",Loan Operation,Investment Loan,ESTADO PLURINACIONAL DE BOLIVIA,"4612/BL-BO, 4612/BL-BO-1, 4612/BL-BO-2",HEALTH-HEALTH SERVICES,Disbursing (From eligibility until all the Operations are closed),Bolivia,0,BO-L1198,"The program's general objective is to reduce maternal and neonatal morbidity and mortality, by increasingthe accessibility and enhancing the health outcomes of the prioritized health networks (those with the worst maternal and infantmortality and accessibility indicators). The specific objectives are: (i) to implement the essential neonatal obstetric care (ENOC)strategy and improve network performance by: (a) implementing processes for the continuous improvement of care quality, withemphasis on an ENOC service model; (b) supporting the digital transformation of the sector by improving health caremanagement information systems in the network and monitoring of maternal and neonatal morbidity and mortality; and(c) enhancing management capacities in the network and in individual healthcare facilities; and (ii) to strengthen the infrastructureof the health services network, by investing in works and equipment that improve its health outcomes, under a comprehensive,coordinated vision of the network",B,Substantial,"La operaci¢n tiene una calificaci¢n de Parcialmente Satisfactoria debido a que existe un importante esfuerzo de la agencia ejecutora del Programa por cumplir con las Salvaguardias ambientales y sociales y con las acciones previstas en los documentos de gesti¢n ambiental y social del Programa, expresado en el acatamiento de temas como la socializaci¢n de los proyectos y sus impactos ambientales y medidas de mitigaci¢n. Algunos temas pendientes respecto a Derecho Propietario y acceso a servicios b†sicos otorgan la calificaci¢n de Parcialmente Satisfactoria. Existen pendientes de obtenci¢n de derecho propietario de predios donde se emplazar†n las obras, siendo el m†s cr°tico el de la ciudad de El Alto predio propiedad de la Aduana Nacional que deber† ser transferido al Ministerio de Salud, a travÇs de una ley nacional, asimismo, los predios deben contar con acceso a servicios b†sicos y accesos adecuados a los terrenos, a la fecha 4 de los 9 predios garantizan los servicios y acceso a los predios. Finalmente, se deber† efectuar un an†lisis de riesgos al predio de Tupiza que se encuentra ubicado lado del rio Tolima. (estudio de riesgos finalizado y cubierto por el GAM Tupiza).",Partially Satisfactory,NO,
44,September Cycle,First period Jan-Jun 2023 (44),BO-L1216,Support for Vulnerable Populations Affected by Coronavirus,MINISTERIO DE ECONOMIA Y FINANZAS PUBLICAS,"URQUIDI ZIJDERVELD, MANUEL ENRIQUE",Loan Operation,Investment Loan,ESTADO PLURINACIONAL DE BOLIVIA,5039/OC-BO,SOCIAL INVESTMENT-POVERTY ALLEVIATION,Fully Disbursed,Bolivia,0,BO-L1216,"The general development objective of this project is to help ensure minimum levels of quality of life for vulnerable people in the face of the crisis caused by COVID-19 in Bolivia. The specific objective is to support minimum income levels of people affected by the coronavirus, in the immediate period and during recovery.",C,Low,,,NO,
44,September Cycle,First period Jan-Jun 2023 (44),BO-L1219,Support for Vulnerable Populations Affected by Coronavirus II,"MINISTERIO DE ECONOMIA Y FINANZAS P?BLICAS, MISTERIO DE SALUD","OCHOA, FRANCISCO JOSE",Loan Operation,Investment Loan,ESTADO PLURINACIONAL DE BOLIVIA,"5376/OC-BO, 5376/OC-BO-1, 5376/OC-BO-2",SOCIAL INVESTMENT-POVERTY ALLEVIATION,Signed/Pending Ratification,Bolivia,0,BO-L1219,"The general development objective of this project is to help ensure minimum levels of quality of life for vulnerable people in the face of the crisis caused by COVID-19 in Bolivia. The specific objective is to support minimum income levels of people affected by the coronavirus, in the immediate period and during recovery.",C,Moderate,,,YES,12/12/22
44,September Cycle,First period Jan-Jun 2023 (44),CO-G1013,Colombia - Regional Malaria Elimination Inniciative (RMEI) in Mesoamerica and Dominican Republic,MINISTERIO DE SALUD PUBLICA,"ORTIZ HOYOS, JOSE LUIS",Investment Grants,,,"GRT/MM-17491-CO, GRT/MM-17492-CO",HEALTH-DISEASE PREVENTION & CONTROL,Disbursing (From eligibility until all the Operations are closed),Colombia,1,CO-G1013,"The objective of the operation is to contribute to the reduction of malaria cases by 2020 in Colombia through improvements in access to prevention, diagnosis and treatment services, and through the timely detection and management of autochthonous and imported cases.",C,Low,,,NO,
44,September Cycle,First period Jan-Jun 2023 (44),CO-G1028,Immediate Public Health Response to Contain and Control the Coronavirus and Mitigate Its Impact on Service Delivery in Departments Bordering Ecuador,UNIDAD NACIONAL PARA LA GESTI?N DEL RIESGO DE DESASTRES,"ORTIZ HOYOS, JOSE LUIS",Investment Grants,,,GRT/IE-18234-CO,HEALTH-PRIMARY HEALTH CARE,Disbursing (From eligibility until all the Operations are closed),Colombia,0,CO-G1028,"The overall objective of this project is to help reduce the morbidity and mortality caused by COVID-19 and to mitigate other indirect impacts of the pandemic on health in the municipalities of Nair§o and Putumayo, border with Ecuador. The project will benefit the Colombian and Ecuadorian population on both sides of the border by improving basic health service provision and epidemiological surveillance at border crossings.",C,Low,,,NO,
44,September Cycle,First period Jan-Jun 2023 (44),CO-J0011,PROGRAM TO ENHANCE SUSTAINABILITY AND INCLUSIVENESS IN THE COLOMBIAN HEALTH CARE SYSTEM,MINISTERIO DE SALUD Y PROTECCI?N SOCIAL,"ORTIZ HOYOS, JOSE LUIS",Grant Financing Product,Investment Loan,REPUBLICA DE COLOMBIA,5172/GR-CO,HEALTH-HEALTH FINANCING,Disbursing (From eligibility until all the Operations are closed),Colombia,0,CO-L1248,"Improve sustainability of the SGSSS to preserve coverage, equity, and financial protection, as well as improve the population?s health. Specific objectives: (i) controlling the spending on health services and technologies not financed by the UPC; (ii) improving the system efficiency and (iii) increasing migrant population and its receiving communities effective health coverage.",C,Low,,,NO,
44,September Cycle,First period Jan-Jun 2023 (44),CO-L1248,PROGRAM TO ENHANCE SUSTAINABILITY AND INCLUSIVENESS IN THE COLOMBIAN HEALTH CARE SYSTEM,MINISTERIO DE SALUD Y PROTECCI?N SOCIAL,"ORTIZ HOYOS, JOSE LUIS",Loan Operation,Investment Loan,REPUBLICA DE COLOMBIA,5170/OC-CO,HEALTH-HEALTH FINANCING,Closed,Colombia,0,CO-J0011,"Improve sustainability of the SGSSS to preserve coverage, equity, and financial protection, as well as improve the population?s health. Specific objectives: (i) controlling the spending on health services and technologies not financed by the UPC; (ii) improving the system efficiency and (iii) increasing migrant population and its receiving communities effective health coverage.",B13,Low,,,NO,
44,September Cycle,First period Jan-Jun 2023 (44),EC-J0006,Inclusion of the Migrant and Host Population in Sociales Services in Ecuador,MINISTERIO DE SALUD PUBLICA,"PINZON ENCISO, LEONARDO ENRIQUE",Grant Financing Product,Investment Loan,REPUBLICA DE ECUADOR,"4924/GR-EC, 4924/GR-EC-1, 4924/GR-EC-2, 4924/GR-EC-3",SOCIAL INVESTMENT-MIGRATION & MIGRANTS,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-L1258,"The general objective of the program is to contribute to the inclusion of the migrant and local populationsin social services by boosting the capacity of these services to meet the rise in demand in Ecuador due to migration.Specifically, the program aims to boost the capacity to provide social protection, health, and education services inthe country's main migrant host cities.",C,Low,,,NO,
44,September Cycle,First period Jan-Jun 2023 (44),EC-L1235,Strengthening of quality services of early childhood development,MINISTERIO DE INCLUSION ECONOMICA Y SOCIAL,"PINZON ENCISO, LEONARDO ENRIQUE",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,4607/OC-EC,SOCIAL INVESTMENT-EARLY CHILDHOOD DEVELOPMENT,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-L1235,"The objective of the project is to improve the quality and management of public early childhood development services,which are delivered via different modalities of care, including Early Childhood Development Centers (CDIs) and Growing with Our Children(CNH).",C,Low,,,NO,
44,September Cycle,First period Jan-Jun 2023 (44),EC-L1236,Support Program for the Social Inclusion of People with Disabilities in Ecuador,MINISTERIO DE SALUD PUBLICA,"PINZON ENCISO, LEONARDO ENRIQUE",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,"4634/OC-EC, 4634/OC-EC-1, 4634/OC-EC-2, 4634/OC-EC-3, 4634/OC-EC-4",SOCIAL INVESTMENT-POVERTY ALLEVIATION,Disbursing (From eligibility until all the Operations are closed),Ecuador,0,EC-L1236,"The objective is to promote the social inclusion of persons with disabilities over the course of their lives, through improvements in timely health care, quality education, daily care, and recreation",C,Low,,,NO,
44,September Cycle,First period Jan-Jun 2023 (44),EC-L1250,Modification to the Institutional Strengthening for Competitiveness Program to finance the Program to Support the Reduction of Child Malnutrition in Ecuador.,"MINISTERIO DE ECONOMIA Y FINANZAS, MINISTERIO DE SALUD PUBLICA","SAN ROMAN VUCETICH, CRISTINA",Loan Operation,Investment Loan,REPUBLICA DE ECUADOR,4928/OC-EC,SOCIAL INVESTMENT-EARLY CHILDHOOD DEVELOPMENT,Approved/Pending Signature,Ecuador,0,EC-L1250,"The general objective is to help reduce chronic child malnutrition through delivery of the priority health benefits to pregnant women and children under 2, using cross-sector interventions with a focus on civic engagement and interculturality and concentrating interventions in priority parishes. The specific objectives are to: (i) improve delivery of priority health benefits to pregnant women and children under 2; (ii) improve health competencies through nutritional education and counseling, encouraging civic engagement and coordination with local governments, to act on the determinants of health; and (iii) improve individual monitoring with the target population by improving information systems, in order to measure the indicators on the delivery of the priority health benefits.",C,Moderate,,,YES,11/21/22
